what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1470985483555
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470985483618
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985495068
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470985503461
closed,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1470985503461
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985529764
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985601511
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470985603820
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470985603882
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985615645
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470985621526
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1470985621760
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470985622946
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985636753
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470985639717
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985648827
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470985651854
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1470985659919
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470985667738
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470985690047
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1470985690079
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470985691498
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985695195
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470985699673
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985705850
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470985709565
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985718519
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470985722092
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470985729829
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470985740738
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985746323
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470985749771
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1470985764171
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470985769662
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470985862411
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470985864092
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1470985865605
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985871050
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470985874419
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1470985874700
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470985881985
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470985917149
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470985917352
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985934761
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470985960314
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470986047864
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1470986076231
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1470986080007
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470986085607
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986089133
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986089211
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470986091597
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986102893
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986103314
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1470986112206
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470986118477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986124156
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986124234
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470986126496
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986149413
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986149585
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986168086
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986168242
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1470986169490
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470986195762
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986235387
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986242048
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1470986269462
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1470986270725
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470986272504
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470986278447
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986286700
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986286887
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986297964
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986298978
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1470986300444
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470986313470
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986322175
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470986322378
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1470986328400
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470986350928
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1470986352956
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470986355187
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470986364453
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1470986364718
