what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470990833203
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470990836714
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1470990836994
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470990841425
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1470990851081
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470990854544
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1470990854778
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470990863608
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470990876900
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470990896041
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470991331875
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470991371047
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470991373080
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470991460948
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470991772041
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470991845716
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1470991862271
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1470991862539
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470991876088
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470991921239
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470992138772
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1470992143801
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470992147790
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1470992181834
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470992181935
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1470992182019
